title,tags
Oil: A Symphony in Motion,"a self-proclaim saga of oil, celebr the speed and power of plane, trains, and automobiles. m.g. macpherson"
Vai Que Cola - O Filme,"comedi brazilian valdomiro get involv in yet anoth scheme, thi time involv the same peopl that trick him into lose everyth - and he bring everyon from ms. jô' hostel along. césar rodrigu paulo gustavo marcu majella samantha schmütz catarina abdalla"
Nature Unleashed: Volcano,thriller disast while on assign cover a volcan erupt journalist russel woods' life is shatter when hi wife is kill in the ensu carnage. griev he travel to the small villag in itali where she wa born. there he is follow by a curiou young girl angela whom the townspeopl believ is curs by the devil. despit their warn he feel a strang connect to her and believ her odd behaviour is somehow link to the death of hi wife. but when thing turn otherworldli russel realis that bigger event are unfolding. someth supernatur ha come to thi small villag and angela is the key. mark roper chri william martin antonella elia marni alton sara malakul lane
Capture the Flag,"comedi anim adventur a young surfer ralli hi friend to stop a billionair from rewrit histori as a way to hord helium 3, the clean energi of the future. enriqu gato michel jenner dani rovira carm calvel javier bala"
Moszkva tér,"romanc comedi drama 1989 is an import year in the polit histori of hungary. however, petya and hi friend couldn't care less. they are about to graduat high school. the onli import thing to them are the parties, girls, make some easi cash. and of course, pass the upcom exam with the leak questions. ferenc török gábor karalyo erzsi pápai eszter balla vilmo csatló"
Glastonbury,"music documentari julien temple' 2006 documentari film about the famou music festiv from 1970 to 2005, featur perform from artist such as david bowie, bjork, blur, oasi and coldplay. the film is made up of footag shot by templ at the festiv in 2002, 2003, 2004 and 2005, as well as footag sent in by festiv goer after a request on websit and newspap for footage. templ had initi onli agre to make a film of the 2002 festiv after organis michael eavi express concern that that would be the last year of the festival. templ then realis that he want to make a film detail the full histori of the festival. the film also includ footag shot by channel 4 and the bbc dure their coverag of the festiv sinc 1994. text from wikipedia. julien templ"
The Eternity Man,an adapt of the opera 'the etern man' julien templ grant doyl christa hugh lara mulcahi luci maunder
Oil City Confidential,"documentari music rock and roll punk rock director julien temple' film celebr canvey island' dr feelgood, the essex r 'n' b band that explod out of the uk in the prog era of the earli seventies, deliv show and album that help pave the way for pub rock and punk. julien templ lee brilleaux wilko johnson john martin john b. spark"
The Ecstasy of Wilko Johnson,"music documentari the ecstasi of wilko johnson confront our worst nightmar of impend death and turn them upsid down. it tell the extraordinary, yet univers stori of legendari musician wilko johnson who, diagnos with pancreat cancer and given a few month to live, accept hi fate with uplift posit and embark on a farewel tour, captur the imagin of the world as he went. but like everi good stori wilko' ha a damn fine twist in it tail. two year later and confound the odds, wilko wake up in a hospit bed, unexpectedli sentenc to live, have now to integr those enlighten lesson learnt under sentenc of death into the unexpect and ongo futur of hi life. julien templ wilko johnson"
The Invicible Cell,"crime documentari action ""blekingegadebanden"" is the true stori of a group of young danish idealist who lost their grip on their own morality. they risk their own freedom and the live of other and feasibl of rais money for a case that wa bigger than themselves. they start as polit activists, but came deeper and deeper into an organ that had sever layer - legal and illegal. some stop in time. other went with a piec of road. and a few chose to go all the way. it all end in novemb 1988 with a histori of denmark until then biggest heist and murder of a 22-year-old policeman. in the film we meet activist from that time - even some of those who went whole hog. and we meet the police, as for so mani year wa right on the heel of the gang, but still fail to take action befor the tragic kill in købmagergade. ander riis-hansen david bjergsø peter frederiksen mickael stele liamm knudsen solveig spangsberg"
They Are All Dead,"fantasi comedi drama supernatur woman director just by watch lupe stuck at home in her robe and slippers, no one would will guess that in the 80' she wa a rock star. gone are the time of concerts, fame and success. agoraphobia doe not let her leav home. she depend entir on paquita, hi mother, a superstiti mexican, with a huge heart, which not onli take care of hi daughter but also her teenag grandson. the problem is that paquita is run out of time and she doesn't want to leav without get her daughter back. beatriz sanchí elena anaya angélica aragón nahuel pérez biscayart macarena garcía"
Lusers,"comedi adventur world cup road trip comedi three guy from differ countri (peru, argentina and chile) come togeth in a funni adventur through the jungl in order to get to the final of the fifa world cup brasil 2014. ticoy rodriguez felip izquierdo pablo granado gabi espino cristián de la fuent"
Hunt for the Wilderpeople,"drama adventur comedi new zealand ricki is a defiant young citi kid who find himself on the run with hi cantanker foster uncl in the wild new zealand bush. a nation manhunt ensues, and the two are forc to put asid their differ and work togeth to survive. taika waititi sam neill julian dennison rima te wiata rachel hous"
Jurassic Prey,"scienc fiction action horror a woman steal money from her mob boss husband hope to start a new life with her lover. meanwhile, a washed-up former child star and hi buddi rob a bank with a polic detect hot on their trail. through a twist of fate, these peopl all find themselv at a remot cabin, unawar that recent construct work ha unleash a feroci creatur which now roam the surround area! who will surviv in meateaters! mark polonia houston baker jame carolu todd carpent bob denni"
The Sand,"horror scienc fiction beach sand strand alien eaten aliv just when you thought it wa safe to go back in the water again, you can’t even get across the sand! blood beach meet spring breaker in an ace monster mash-up of smart nostalgia and up-to-the-minut visual effects. after an all-night graduat beach party, a group of hung-ov student wake up under blaze sun to find their number somewhat depleted. an enorm alien creatur ha burrow down deep and anyon foolish enough to make contact with the sand find themselv at the merci of a sea of flesh-eat tentacles. will they ever be abl to escap it carnivor clutches? isaac gabaeff brook butler cleo berri cynthia murel dean geyer"
Forsaken,"western drama john henri return to hi hometown in hope of repair hi relationship with hi estrang father, but a local gang is terror the town. john henri is the onli one who can stop them, howev he ha abandon both hi gun and reput as a fearless quick-draw killer. jon cassar demi moor kiefer sutherland donald sutherland brian cox"
Kaal,"action foreign thriller kaal is base around the stori of a wildlif expert, hi wife and a group of friend who battl against supernatur creatur in the jim corbett nation park for their lives. soham shah ajay devgn vivek oberoi john abraham lara dutta"
Deewane Huye Paagal,"drama comedi romanc foreign dubai scientist thi is the stori of karan and tanya. karan is in love with tanya but is too shi to tell her. one day tanya wit the murder of a scientist by hi evil twin brother, the underworld don mehboob, and need to flee the country. when karan' friend coax him to track tanya after she migrat to dubai, he enlist the aid of a decept investigator, rocki to track her down. rocki end up fall in love with her at first sight and tri to stop karan from woo her. meanwhile, tanya' physic disabl friend, sanju also ha a soft spot for her and tri thwart rocky' attempt at get close to tanya. the plot thicken when don mehboob and hi gang track tanya down in dubai. vikram bhatt akshay kumar shahid kapoor rimi sen sunil shetti"
Kyaa Kool Hai Hum,"comedi bollywood when flatmat karan and rahul are unabl to pay the rent, they are dramat evicted. however, they sneak their way back in within hour as the build is be renovated. sangeeth sivan tusshar kapoor ritesh deshmukh isha koppikar neha dhupia"
No Entry,"romanc bollywood kishen is a newspap baron marri to kaajal, a housewif who suspect her husband of have numer non-exist affairs. pooja is the believ wife of ever-philand globe-trot businessman prem. kishen and prem are thick pals. sanjana fall in love with prem' loyal photograph sunni and they get engaged. kishen get tire of hi jealou wife and tri to have an affair with bobby, a call girl. due to circumstances, bobbi is introduc as the wife of kishen dure sanjana' wedding, and as sunny' wife to kaajal. it becom a bundl of confus when all three coupl meet. ane bazme anil kapoor salman khan fardeen khan esha deol"
Netaji Subhas Chandra Bose: The Forgotten Hero,"action drama histori netaji subha chandra bose: the forgotten hero (also known as bose: the forgotten hero) is a 2005 film direct by shyam beneg and star sachin khedekar, kulbhushan kharbanda, rajit kapur, arif zakaria, and divya dutta. the movi depict the last five year of the life of the indian independ leader ""netaji"" subhash chandra bose. it start out at the point where bose resign from hi posit as the presid of the indian nation congress (i.n.c.) to the meet with italian by cross afghanistan' rug terrain and enter into europe, to romanc hi german secretari and appoint with adolf hitler in berlin, to hi inspir of the indian p.o.w. (prison of war) of the 'punjab regiment' (british army) for fight against the british forc in india, to the patriot speeches. shyam beneg sachin khedekar divya dutta rajit kapoor sonu sood"
Maine Pyaar Kyun Kiya,"drama comedi romanc suicide-pron sonia believ her boyfriend, dr. samir malhotra, is marri to naina, who he is about to divorce, and she want to meet her. samir arrang a meeting, but neglect to inform an annoy sonia that he is also the father of two children. samir attempt to patch thing up with visit to mumbai' juhu and dubai' jumeirah beaches; deal with sonia' nosi neighbor, pyar mohan, while come to term with naina' boyfriends. thing get even more complic with the entri of samir' feisti hoshiarpur-bas mom - who is determin to stop the divorc proceed by hook or by crook. david dhawan salman khan sushmita sen katrina kaif sohail khan"
Vaah! Life Ho Toh Aisi!,"drama comedi scienc fiction famili foreign aditya singh, fondli call adi chachu by the children of hi brother, live in a larg mansion in mumbai with hi brother, sister-in-law, sister and grandmother. he is the onli one work in the family. he fall in love with a local teacher, priya. they confess their feel to each other and plan a wedding. however, befor the wed day adi is run over by a truck to save parth and dies. in afterlife, he meet the hindu god of death, yamraj, a kind-hearted, emot deiti with design cloth and an red old car. yamraj allow adi to go back to earth as a ghost to stop hi evil uncl who want to sell adi' mansion to industrialist hirachand. adi enlist the aid of shakti, a littl boy, in order to save hi famili home. mahesh manjrekar sanjay dutt shahid kapoor amrita rao arshad warsi"
Naina,"horror horror surgeri on a day of solar eclipse, five year old, naina, lose her eyesight and her parent in a road accid in london. twenti year later, she is bestow with the gift of sight thank to the marvel of modern science. her period of dark is over; or is it? a horrifi period of dark begins. what is thi curs that ha been upon her? will she ever be abl to escap it? will thi extraordinari s shripal morakhia urmila matondkar amardeep jha kamini khanna anthoni rosato"
Kalyug,"foreign thriller the husband of a woman who commit suicid after a run-in with the adult entertain industri seek reveng on those who drove her to her death. in do so, he delv into the world of intern human trafficking, eventu travel across the world to seek out the ringlead of thi horrifi enterprise."
Shikhar,"drama - oppos ideolog are at the heart of thi offbeat tale direct by john mathew matthan. on one side of the debat is greedy, conniv businessman gaurav gupta (ajay devgan), who valu money abov all else; on the other side stand industri tycoon srinath vardhan (jave sheikh), who believ in use wealth to benefit society. caught in the cross fire, unfortunately, is vardhan' suscept son, jaidev (shahid kapoor). - ajay devgn, shahid kapoor, bipasha basu"
Chocolate: Deep Dark Secrets,"thriller christma eve, london. while the snow-clad citi get readi to celebr the festiv of peac and joy, a seri of bizarr incid shatter the christma calm. a coupl of luckless indian find themselv haul by the london polic and made scapegoats. or are they?chocol unfold a web of sinist plots, slowli unearth true and mystifi person of seven individuals. seven high-strung, distinct peopl who'v chosen to remain in the foreign land hope to make or break their lives. vivek agnihotri anil kapoor sunil shetti arshad warsi emraan hashmi"
Kyon Ki...,"widow colonel khurana, a resid of india, goe to london, accumul enough wealth, return to india, open a privat sanatorium for the insane, and hire hi daughter, tanvi, as one of the psychiatrists'. hi second-in-charg is dr. sunil. tanvi look after patient #36, a woman by the name of shobhna mathur, quit lovingly, almost like the mother she never had. then shobhna get well, is discharg and unabl to recollect tanvi' love care. thi doe hurt tanvi, so she decid never to get close to ani patient, especi the new patient #36, anand j. sharma, who ha been admit by a court order. circumst do make tanvi and anand get close, so close that they fall in love with each other. but her disciplinarian father ha chosen a suitor name karan, and is not will to take the risk of tanvi marri a mental patient, especi one like anand, who ha been arrest and charg with kill hi fiancée, maya. priyadarshan salman khan kareena kapoor jacki shroff om puri"
Celestial Subway Lines/Salvaging Noise,"documentari in celesti subway lines/salvag nois it stori is told by director ken jacob but without the convent storyline. use a modifi magic lantern, an earli type of imag projector develop in the 17th century, he morphs, flicker imag that look like photo-negatives. ken jacob"
Karam,"thriller bollywood john, a retir assassin is caught in a crossfir when hi boss, ""captain,"" is face with threat from a rival don, yunus. now that everything, includ hi wife shalini is at stake he must decid whether to fight back. sanjay f. gupta john abraham priyanka chopra bharat dabholkar vishwajeet pradhan"
Tango Charlie,"indian armi sepoy tarun chauhan is assign to proceed to northeastern part of india that ha been rock by riot and violenc with order to report to hi superior, havaldar moham ali. onc there, he come to know that thing can be quiet for weeks, follow by sporad violence, and casualti on both sides. hi group also come under attack by viciou terrorists, who like to cut an ear from a dead body, then leav the bodi as bait, in order to kill anyon who come to the rescue. thi is where tarun make hi first kill. ajay devgn bobbi deol chitram basha"
L'ange,"french experiment film. ha no convent act but consist of disconnect imag (a man practic fenc on a dock, stairs, a woman spill a jug of milk, etc.) patrick bokanowski"
Aashiq Banaya Aapne,"drama horror thriller scienc fiction romanc foreign karan (sonu sood) love sneha (tanushre dutta), but is too much of an introvert to ever express hi feel to her. although karan' feel are evid to many, he is content in just see sneha smile, and never gather the courag to tell her how he feels. vicki (emraan hashmi) tri to talk him out of hi relationship with sneha, but vicki assur him that thi time, he is realli in love with sneha. karan' childhood friend. veri differ from karan, vicki is an extrovert and a notori flirt. all three live chang when vicki join karan and sneha in college, and sneha begin feel drawn toward vicky. karan feel he ha lost the onli woman he ha ever love but know he cannot do anyth about it. however, life goe on, and the three of them share a special bond of friendship. the close between vicki and sneha cross all boundaries, and just as everyth seem set between the two, one event night shatter their bond. emraan hashmi tanushre dutta"
Nightfall,"a larg plotless, fado-scor journey through the gloomi cobbleston streets, zombi bars, and fetid basement of a sordid harbor town popul by german-speak sot and portugues guest workers, nightfal is kelemen’ most polish despair-fest. an unhappi young couple, leni and anton, quarrel and split separ into the rat’ ass of the evening. everyon is look for love, but no one find any—although leni doe pick up a trick. fred kelemen"
Bad Roomies,comedi two guy find a beauti young woman to take the place of their miss roommate. everyth seem fine until a horribl mistak on drunken night lead all three on a downward spiral. jason schnell patrick renna tommi sava anni monro jacki tohn
The Bed You Sleep In,drama time are hard for northwestern lumber-mil oper like ray and hi wife jean. ray and jean' live are thrown into chao when their daughter write home from colleg jon jost tom blair marshal gaddi ellen mclaughlin kate sannella
Waqt: The Race Against Time,drama bollywood no overview found. vipul amrutl shah amitabh bachchan akshay kumar priyanka chopra shefali shah
Phantom Love,"drama fantasi casino hotel alien surreal woman director erot movi film noir a surreal drama about an alien famili set in koreatown, lo angel and rishikesh, india. nina menk"
Voices Through Time,"documentari drama season of the year are use to frame human life, from birth to death. franco piavoli patrizio girardi emanuela cobelli laura carnevali alberto crosato"
Oriental Elegy,"drama orient elegi (1996). visual impressionistic, atmospher dense, and narr opaque, orient elegi is the surreal journey of a displac spirit (aleksandr sokurov) as he wander in the intermin dark through the tempor landscap of a quaint and isol feudal-era fish village. guid by a seri of faintli illumin rooms, the wander spirit come upon ancient soul who take on physic form as they recount their person stori of daili existence, loss, and tragedi in the peasant community. intrigu by hi initi visit to a curious distract elderli woman, the spirit return to her home in order to ask a fundament question - ""what is happiness?"" - an existenti queri that is innoc answer with innat humil and accept unknowingness. alexand sokurov"
Zeher,"thriller adulteri infidel polic inspector sonia mehra is marri to her subordin siddharth, and both are employ by the goa polic force. they share a fairli harmoni relationship. then one day, a woman name anna verghes goe miss and is believ dead. to add to thi mystery, there is also the question of a suitcas full of cash that is also missing. mohit suri emraan hashmi ninad kamat shamita shetti udita goswami"
Socha Na tha,"drama comedi romanc foreign a boy who forc to ""see"" a girl, whom he have to marri with. but the girl and boy, follow the constraint they made at their first meet, and , unfortunately, wa unabl to follow it. imtiaz ali abhay deol ayesha takia suresh oberoi ayesha jhulka"
Dus,"action crime foreign thriller siddhant dheer live a wealthi lifestyl with hi brother, shashank, and sister, anu. both siddhant and shashank work for india' anti-terrorist cell (atc), along with aditya and aditi. after interrog a suspect name altaf, they get inform that terrorist are plan a major strike in canada that may endang 25000 live dure the month of may. altaf tell them the mastermind behind thi attack is a terrorist name jambhal, who ha a contact name himmat mehndi. shashank, and aditya fli to canada, meet with atc agent neha, and then abduct himmat, who deni that profusely. the duo team up with canadian polic offic danish ""dan"", and togeth attempt to piec togeth whatev inform they have gather from himmat, onli to find out that no one is who they claim they are, and the duo find themselv entrap in a web of deceit and lies, with no clue as to who is behind the threat - the countdown for which ha alreadi begun. written by rajoo (gunwanti@hotmail.com) anubhav sinha sanjay dutt abhishek bachchan sunil shetti esha deol"
'D',"drama thriller crime foreign deshu, a mechan from dubai, come home to mumbai, and get embroil in a crime by accident. the film show hi meteor rise from common, law-abid man to underworld kingpin. after hi mother pass away, mumbai-bas deshu return from dubai to condol hi marri sister, kumud, and retir polic constabl father, but becom embroil with the polic as well as the underworld after he wit a brutal homicide. hound by both the polic and goon affili to mangli, he decid to enter the crimin world of hashimbhai, a rival of the later, and begin hi career by kill mangli. hi rise in the gang is phenomenal, and hi associ with bollywood beauty, bhakti bhatnagar, creat jealous amongst hashim' sons, shabbir and muqarram, who also feel demor and threatened, and use everi opportun to instig their father against him, while the mumbai polic assign 'encount specialist' inspector razaak the task of do away with deshu. vishram sawant randeep hooda chunki pandey rukhsar isha koppikar"
Acéphale,"in common with other zanzibar films, patrick deval’ acéphal (1968) eschew convent narr in favour of an experiment arrang of auster execut but intens hallucinatori episod that build into a nightmarish fever of isol and hopelessness. patrick deval patrick deval jacki raynal"
Avetik,"drama hover between the realm of poetri and history, thi stunningli photographed, elegiac work – shot mostli in long take – mix cryptic metaphor and fantast symbol to tell the stori of avetik, an armenian filmmak exil in berlin. in sensuous, lyric styling, askarian employ dreamlik imag to reflect the histori of hi homeland, tranquil childhood memories, imag inspir by erot mediev poetry, and autobiograph shade of hi own exil in germany. don askarian"
Cómo pasan las horas,"woman director rene return home one saturday after give an earli morn piano lesson. she live in the provinc with her husband juan and their five year-old son santi. over breakfast, they discuss a possibl move to bueno air but rule it out after juan provid a reason argument against it. he suggest a famili trip to the beach. rene propos for juan alon to take santi to the beach while she take her ail mother virginia to the country. the film bifurc as the narr altern between the two excursions. rene pick up virginia at an assisted-liv facility; they drive to a rustic cabin, sit by the fireplac and later take a walk in the forest. juan and the inquisit santi travel further, to an almost empti beach, walk down a pier, build a castl out of sand, and meet two fishermen who entertain the boy with sea tale and teach him how to gut a fish. iné de oliveira cézar susana campo roxana berco guillermo arengo agustin alcoba"
Elaan,"drama action elaan (hindi: एलान, translation: manifesto) is a 2005 bollywood action thriller film. elaan is a mission film about five charact and their plan against one man. produc by ganesh jain and ratan jain and direct by vikram bhatt, the film star rahul khanna, arjun rampal, john abraham, amisha patel, lara dutta and mithun chakraborty. the film mark the return of mithun chakraborti to the bollywood film industri after star in low budget product base at ooty, known as mithun' dream factori for a decade. it manag to do well and wa a 'average' grosser at the box-office. vikram bhatt mithun chakraborti john abraham arjun rampal ameesha patel"
"Baxter, Vera Baxter","drama music mysteri woman director vera baxter (claudin gabay) is talk to a woman in a bar. it seem that the woman wa attract to her by hear her name call out: ""baxter, vera baxter."" in respons to her new friend' queries, vera recount the stori of her life, begin with marri her no-good husband cayr (gerard depardieu), who ha been use her for some time as a kind of unpaid prostitut in order to keep hi fail build busi afloat. marguerit dura delphin seyrig noëll chatelet claudin gabay gérard depardieu"
Page 3,drama foreign 'page 3' take a behind-the-scen look at the lifestyl of the a-list celebr in metro cities. it explor the network and the power play between the air-kiss madhur bhandarkar konkona sen sharma atul kulkarni sandhya mridul tara sharma
Family Nest,"drama rape hungari black and white violenc hungarian apart extend famili mono econom bust családi tüzfészek (aka famili nest) is an intim portray of a famili slowli disintegr under variou pressur in late 1970 communist hungary. the plot of the film is decept simple, with the occasion moment event--includ one that' rel shocking, but plot in a convent sens is not the focu here. béla tarr laszlóné horváth lászló horváth gábor kun gábor ifj. kun"
Silence and Cry,"drama nation armi mikló jancsó' silenc and cri is set dure a turbul era of disquiet, fear, persecut and terror, which permeat everi corner of post-wwi hungarian society. in 1919, after just a few month of communist rule the hungarian republ of council fall victim to a nationalist counter-revolution. admir horthy, leader of the nationalist far right movement, becom the self-proclaim regent of hungary, and assum power as the legal head of state. soldier of the short-liv hungarian red armi are now on the run from relentless secret policemen and patrol unit of the nationalist royal gendarme. if caught, ex-r armi soldier are execut without merci or proper trial. istván cserzi, a former soldier of the red armi ha fled to the great hungarian plain and ha taken refug on a farm, which is run by two sympathet women. due to the generos of these women and a former childhood pal... mikló jancsó törőcsik mari zoltán latinovit józsef madara andrea drahota"
Chaahat Ek Nasha...,"romanc drama rashmi live a wealthi lifestyl in india along with her widow dad, dr. sanjeev jaitly. she aspir to be a singer and dancer, and is encourag by her friend and dad to take thi up as a profession. she prepar her portfolio and approach r.k. music co, which is run by rahul kapoor. rashmi is also an ardent fan of establish singer/dancer, mallika arora, a client of rahul, and alway send her gift and flower on everi possibl occasion. when mallika fail to impress the public, rahul is advis to look for fresh talent, and he approach rashmi, and togeth they releas their first album which turn to be a major success. togeth they deliv mani other hit and also fall in love with each other. sanjeev initi oppos their romanc and eventu marriag as he feel that rahul and hi celebr lifestyl is not right for rashmi. he eventu give in when rashmi insist on marri rahul... jayaprakash reddi surya prakash aryan vaid manisha koirala preeti jhangiani sharad s. kapoor"
Deux fois,"experiment film woman director deux foi is a 1968 experiment film by jacki raynal. raynal star in the film, her first as a director; she had previous work for sever year as a film editor, most notabl for film in éric rohmer' ""six moral tales"" seri (she was, reportedly, the youngest profession editor in franc at the time). the film' title, which liter translat as twice and is sometim translat into english as twice upon a time, refer to the occasion repetit of scene or actions. jacki raynal"
Days of Eclipse,"drama scienc fiction strugatski thi bleak late soviet-era drama follow the career of malyanov, a young medic school graduat who ha been sent to work in turkmenia. here he run into a hodge-podg of peopl of differ ethnicities, all of them victim of the government' earlier mania for reloc and elimin whole ethnic group and class of people. these desper unhappi peopl are unabl to find ani pleasur in thi divers companionship, but instead are antagonist to it, and often resort to desper measur in their doom attempt to eas their pain. alexand sokurov aleksei ananishnov eskend umarov irina sokolova vladimir zamanskiy"
Elegy of a Voyage,"fantasi documentari drama museum paint from a misti night into the dark exposit room of a museum to ponder philosoph at paint by 'pieter jansz saenredam' , 'hercul pieterszoon seghers' , hendriku van de sand bakhuyzen, andrea schelfhout, vincent van gogh, pieter bruegel, charl henri joseph leickert. alexand sokurov"
Ere erera baleibu icik subua aruaren,"…ere erera baleibu izik subua aruaren…, a set of word without ani meaning, form the titl of the first and onli featur film in the histori of spanish cinema made entir by hand-paint directli on celluloid. josé antonio sistiaga"
Story of Night,"documentari it’ a black-and-whit record of european citi in the dark (2-5am), from basl to belfast. quiet, and meditative, what emerg most strongli is an eeri sens of citi landscap as desert film sets, in which the desol architectur overwhelm ani sens of reality. the onli reassur that we are not in some endless machine-metropoli is the shadow of daytim activity: a juggernaut plung through a darken village, a plagu of small bird in the predawn light. the whole thing is underscor by a beauti ‘composed’ soundtrack, from quietli hum streetlight to regga and the rumbl of armour car in belfast. a strang and remark combin of dream, documentari and science-fiction. clemen klopfenstein"
Alexander the Great,"war drama histori base on some histor events, the film give a romantic biographi of theodoro kolokotronis, a greek histor hero serv as a metaphor for greec herself. base on a circular view of history, the film present conflict ideolog - primit communism, anarchism, chiefdom or kingdom, person cult - and show the institut of properti and power in a bad light. theo angelopoulo omero antonutti eva kotamanid mihali giannato grigori evangelato"
Landscape,"documentari winter. a bu stop in a small village. peopl are wait for a bus. they talk. listen to their conversations, the viewer can imagin the world they live in. unit by the movement of the camera, the place and the peopl blend together. sergey loznitsa"
The Settlement,"documentari thi movi is about a day in life of the settlement for peopl with mental problems. locat in a peac countryside, it convey an imag of a pure, happi place, where peopl live and work together, in complet harmony. but there is a grow unexplain feel of anxieti and hopelessness. sergey loznitsa"
Rabbits,"comedi drama fantasi horror surreal experiment film intrigu a stori of a group of humanoid rabbit and their depressive, daili life. the plot includ suzi ironing, jane sit on a couch, jack walk in and out of the apartment, and the occasion solo sing number by suzi or jane. at one point the rabbit also make contact with their “leader”. david lynch scott coffey rebekah del rio laura har naomi watt"
Somnambulance,"drama autumn 1944, estonia. ten of thousand of peopl leav their homeland in fear of approach frontline. some seashor villag remain complet empty. a young woman with huge grey eye get off the boat. eetla leav the last boat, thu give up her last chanc to escape. defi the cold wind and rain of september, she return to the lighthous which is unexpect to her father gottfrid, the lighthous keeper, and herself. eetla' return becom her self-encount and self-recognition. sulev keedu katariina lauk evald aavik ivo uukkivi jan uuspõld"
Subconscious Cruelty,horror crime drama sex nuditi gore tortur subconsci cruelti is divid into four segments. ovarian eyeball; a nake woman is slice by a sharp blade and an eyebal remov from her belly. human larvae; a derang man who hate hi pregnant sister kill both her and her newborn offspr dure delivery. rebirth; nake peopl roll around in mud and blood. right brain/martyrdom; religi symbol is associ with gore and sex. karim hussain mitch davi christoph piggin
Three Days,"drama in kaliningrad two lithuanian boy meet two russian girls. they have difficulti in find place where they can sleep together. but thi is the onli problem they do solve. all four justli feel miser becaus their live are meaningless (the recurr dull and poorli kept hous façad could well be taken as a compar symbol). in addition, everyon is so absorb by hi or her own distress and hardli capabl of bother about the anguish of the others. the three day end with a pervas lack of contact. written by max scharnberg, stockholm, šarūna barta yekaterina golubeva rimma latypova arūna sakalauska audriu stoni"
Dopo quella notte,"drama francesco and elena, roberto and flavia, thoma and virginia, make up a fix and tight-knit compani for three year now, they are all live in rome and come from good families. elena and francesco are two twenty-f and to be married, roberto and flavia are twenti year and in love with the impetu of youth; tommaso and virginia are two singl that have in common the fact that they feel out of lace in the world. the union of these charact will be shock by the death of francesco as a result of a car accident, the loss of hi friend upset the live of everyone. giovanni galletta maria grazia cucinotta serena grandi enrico lo verso antonella ponziani"
4 Elements,"documentari documentari about men who are fight one of the element in the 21st century: mine worker in germany, king crab fisher of the bere sea, russian ""smokejumpers"" and astronaut training. jiska rickel"
Love on the Ground,romanc comedi drama fantasi two actress fall prey to the supernatur manipul of a nightclub magician. jacqu rivett jane birkin geraldin chaplin andré dussolli isabel linnartz
Fear of Fear,"drama pregnanc mental health after have her second child, a german housewif suffer from post-partum depress befor inexplic fall into a continu misdiagnos mental state, befuddl her relatives. rainer werner fassbind margit carstensen ulrich faulhab brigitt mira irm hermann"
The Belovs,"documentari ""belovi (the belovs)"" is a breathtak portrait of a troubl peasant family. it' poetri in the form of a documentari that won mani prizes. beauti shot in vintag black and white, the film tell the stori of two time widow anna belova who live togeth with her brother mikhail. blend the two personalities, kosakovski character the true russian soul: she is the ration worker, honest and strong - he is the drunken poet, the idealist, hi philosophi fade into radic nonsens time after time. victor kossakovski"
Bloody Mondays & Strawberry Pies,"documentari woman director a substanti part of life is claim by boredom. beauty, love, work.. sometim it just isn't worth get out of bed. a girl in a strawberri pie factory, a stress desert nomad, a wall street stockbroker, the last live ww2 femal spy, a painter who paint time for 42 years, the first school shooter in histori who wound eleven children and kill two adult because: 'i don't like mondays', are the charact in thi film. john malkovich give voic to the inner bore human being. he crawl under your skin prompt questions: howmani peopl in the world are like me? coco schrijber john malkovich"
Daughters of the Sun,"drama amangol (altinay ghelich taghani) is the eldest daughter in a poor rural family. to help support them, her head is shaven and begin work as a boy name aman in an isol carpet weav shop. the girl who work there are beaten by the owner, as is aman, toil at the loom until their hand bleed. as a male apprentice, he supervis the girl and live in the shop, lock in and isolated. maryam shahriar"
Destroy Yourselves,"detruisez-v is a ‘primitive’ film which break all the rule of film-making. it’ the first zanzibar film (and predat the veri name of the movement), an attempt to make a film which defi the rule of production, the product line of commerc serg bard carolin de bendern thierri garrel juliet berto alain jouffroy"
Dogora,"documentari director patric lecont weav an impressionistic, sensori tapestri of exist in and around earli 21st-centuri cambodia. journey through the country' farmlands, factories, street and rural villages, camera-in-hand, lecont glimps the peopl and the element of the landscap that make cambodia so cultur specific, and gentli contrast mode of life found there. written by nathan southern patric lecont"
The Issa Valley,"the film evok a childhood in rural lithuania between the wars. a countri boy, tomaszek, live on a rich estate, situat on the polish border. he realiz that the issa valley he live in is to be torn apart by intern polit conflict and unrest among the mix popul of poles, lithuanians, jew and russians. he, however, is captiv by a paradis surround him, the forest, and hi fantasies. tadeusz konwicki"
"You're Out of Your Mind, Madicken","famili famili histori teenag crush famili a first movi base on astrid lindgren' novel ""madicken och junibacken pims"", which is about two sister and their adventur in 1910 sweden. göran graffman jonna liljendahl liv alsterlund monica nordquist björn granath"
Une femme d'extérieur,"drama françois break up with jacqu after live with him for fifteen years. she' left alon with their three children, a love home, and her nurs job at a hospital. françois quickli refus to assum respons for thi new situat beyond her control. she start go out, live by night… hang out in new places, readi for chanc encounters. christoph blanc agnè jaoui serg riaboukin"
The Fool of the World and the Flying Ship,"anim adventur famili fantasi base on a russian folk tale. a proclam went out through all the land that whosoev could build a fli ship would win the hand of the tsar' daughter. the youngest son of a simpl peasant show up to claim her, and the dumbfound tsar quickli ha second thoughts, set sever 'impossible"" task for 'the fool of the world' and hi remark friends. franci vose jimmi hibbert david suchet miriam margoly john woodvin"
